"trial_type","trial_index","time_elapsed","internal_node_id","image_switchboard","scene_order","subject","session","study","fam_seq","trainingSeq_random","success"
"pavlovia","0","4","0.0-0.0","img/obj8.png,img/obj6.png,img/obj1.png,img/obj3.png,img/obj7.png,img/obj2.png,img/obj12.png,img/obj11.png,img/obj9.png,img/obj10.png,img/obj4.png,img/obj5.png","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","","","","3,2,2,1,1,3,1,2,6,1,1,1,2,3,3,3,1,5,1,1,1,1,3,4,2,2,6,3,2,1,1,3,4,3,1,5,3,2,2,2,1,4,1,1,6,1,2,1,2,3,3,1,1,6,1,2,2,2,3,4,2,1,6,1,2,2,2,3,3,3,1,5,3,2,1,1,3,4,1,1,6,3,1,1,1,1,3,2,2,6,1,1,2,1,3,4,2,1,6,3,1,2,1,1,4,2,2,5,1,2,1,2,1,3,1,1,6,1,2,2,2,3,3,1,1,6,1,1,1,2,1,4,2,2,6,3,2,2,1,3,4,2,1,5,1,2,2,1,1,3,3,1,5,1,1,2,2,3,4,3,1,5,3,1,1,1,1,4,1,2,6,1,1,2,2,1,3,3,2,5,3,2,1,1,1,4,3,1,5,3,2,2,1,1,4,2,2,5,1,1,1,1,3,4,3,1,5,1,2,1,2,3,4,2,1,6,1,2,1,2,1,3,2,2,6,1,1,1,2,3,3,2,1,6,3,1,2,1,1,3,2,2,6,1,1,1,1,3,3,2,2,6,3,1,2,2,3,4,1,1,6,3,2,2,1,3,3,1,1,6,3,2,2,2,1,3,2,2,5,3,2,2,2,1,3,1,1,6,1,1,2,2,3,4,2,2,5,1,1,2,2,1,3,2,2,6,1,2,2,1,1,4,3,1,5,3,1,1,2,3,3,2,1,5,3,2,1,2,1,3,1,1,6,1,1,1,2,1,3,3,2,5,3,2,1,1,1,3,3,1,5,3,1,1,2,3,4,1,1,6,3,1,1,2,3,3,1,1,6,1,1,2,1,3,3,3,1,5,1,2,2,2,3,4,3,1,5,3,2,1,2,1,4,1,1,6,3,1,1,1,3,3,2,2,6,1,1,1,1,3,4,2,1,6,1,2,2,2,1,3,3,2,5,1,2,2,1,1,4,2,2,6,3,2,1,2,1,4,1,2,6,1,2,2,2,3,4,1,1,6,3,2,2,1,3,3,3,1,5,1,2,2,2,1,4,2,2,6,3,1,1,1,1,3,1,2,6,1,1,1,2,1,4,3,2,5,1,2,1,2,3,4,3,1,5,1,1,2,2,1,4,3,2,5,3,2,2,1,1,4,3,1,5,1,2,2,1,1,3,3,2,5,1,1,1,2,3,4,2,1,6,3,1,1,1,3,3,2,1,5,1,1,2,2,1,3,2,2,5,3,2,2,2,1,3,1,2,6,1,1,2,1,3,3,2,2,6,1,2,2,2,1,4,3,2,5,1,1,1,1,3,3,3,1,5,1,2,1,1,1,4,3,2,5,3,1,1,1,1,3,2,2,5,1,1,1,2,1,4,2,2,5,3,2,2,1,1,3,2,2,5,3,1,2,2,3,3,2,1,5,3,2,2,1,3,4,3,1,5,3,1,2,1,1,4,1,2,6,3,1,1,2,3,4,2,1,5,1,2,1,2,1,4,3,2,5,3,2,1,1,1,3,2,2,5,3,2,1,2,1,3,2,2,5,3,2,2,1,1,4,1,2,6,3,1,1,1,1,4,2,2,5,3,1,2,2,3,3,1,1,6,3,1,2,1,3,4,1,1,6,1,1,1,1,3,3,2,1,6,3,1,1,2,3,3,2,2,5,1,1,1,2,1,3,2,2,6,3,1,2,1,1,3,2,2,5,3,1,2,1,3,3,2,1,5,1,2,1,1,1,3,2,2,6,1,2,1,2,3,4,1,1,6,3,1,2,1,1,4,2,2,6,1,2,1,1,1,4,2,2,6,3,1,1,2,3,4,2,2,5,3,1,1,1,3,3,1,1,6,3,2,2,2,1,4,2,2,5,1,1,2,1,3,4,2,2,6,1,2,1,1,1,4,3,1,5,1,2,2,2,1,3,1,1,6,3,2,1,2,1,3,1,2,6,1,1,1,2,3,4,3,1,5,1,1,2,2,3,3,3,1,5,3,1,2,2,3,4,2,1,5,3,1,2,2,3,3,2,2,5,1,1,1,2,3,3,2,2,5,3,1,2,1,3,4,2,1,5,3,2,1,1,3,3,3,1,5,1,2,2,2,1,3,2,2,6,1,2,1,2,1,4,2,2,6,1,2,2,1,1,4,3,2,5,3,2,1,1,1,3,1,2,6,1,2,1,1,1,3,3,1,5,1,1,2,2,1,4,2,2,6,3,1,2,1,3,4,2,2,6,1,1,1,2,1,3,2,2,5,3,2,2,1,3,3,2,1,5,3,1,2,1,1,3,1,2,6,1,2,2,2,1,4,1,1,6,3,2,2,1,1,3,3,1,5,1,2,1,2,3,3,2,1,6,3,1,1,1,3,4,2,2,6,3,1,1,1,3,4,2,1,5,1,2,1,2,1,4,1,1,6,3,2,2,2,1,4,1,2,6,3,2,1,2,1,4,2,2,5,3,1,1,1,3,4,1,1,6,1,1,2,2,3,3,2,2,5,3,2,1,1,1,4,1,2,6,1,2,2,1,1,3,2,2,6,3,1,2,2,3,4,2,2,5,1,2,1,2,3,3,3,1,5,3,2,1,1,1,4,2,2,5,1,2,1,1,1,3,3,2,5,3,2,1,1,3,3,1,1,6,1,1,2,1,3,4,3,1,5,3,1,1,1,1,4,2,2,6,3,1,2,1,3,3,1,1,6,1,1,2,1,3,3,2,1,6,1,1,2,2,1,4,2,2,5,3,2,1,1,3,4,2,1,5,1,1,2,2,3,4,2,1,6,1,2,1,2,1,3,3,2,5,1,2,2,2,3,3,2,1,6,3,2,2,1,3,4,1,1,6,1,1,1,2,3,4,2,2,5,3,2,1,1,3,3,2,1,5,1,1,2,2,3,3,2,1,6,3,1,2,1,3,3,2,2,6","113,12,34,142,131,56,55,49,138,80,31,75,40,57,10,135,65,15,78,1,118,111,26,54,44,20,81,32,95,137,121,129,19,9,67,88,128,0,116,94,92,25,51,130,104,30,37,71,126,59,141,47,76,2,50,3,119,61,22,96,5,125,33,39,24,62,72,6,109,89,143,79,90,38,108,120,115,74,93,103,28,84,8,73,97,68,58,83,70,86,100,123,35,66,41,124,14,13,91,85,16,99,140,45,46,63,112,64,11,107,4,133,77,43,117,52,106,98,42,127,122,102,17,114,69,87,48,110,60,136,27,82,101,29,7,134,23,36,53,139,18,132,21,105",""
"fullscreen","1","2139","0.0-1.0","img/obj8.png,img/obj6.png,img/obj1.png,img/obj3.png,img/obj7.png,img/obj2.png,img/obj12.png,img/obj11.png,img/obj9.png,img/obj10.png,img/obj4.png,img/obj5.png","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","","","","3,2,2,1,1,3,1,2,6,1,1,1,2,3,3,3,1,5,1,1,1,1,3,4,2,2,6,3,2,1,1,3,4,3,1,5,3,2,2,2,1,4,1,1,6,1,2,1,2,3,3,1,1,6,1,2,2,2,3,4,2,1,6,1,2,2,2,3,3,3,1,5,3,2,1,1,3,4,1,1,6,3,1,1,1,1,3,2,2,6,1,1,2,1,3,4,2,1,6,3,1,2,1,1,4,2,2,5,1,2,1,2,1,3,1,1,6,1,2,2,2,3,3,1,1,6,1,1,1,2,1,4,2,2,6,3,2,2,1,3,4,2,1,5,1,2,2,1,1,3,3,1,5,1,1,2,2,3,4,3,1,5,3,1,1,1,1,4,1,2,6,1,1,2,2,1,3,3,2,5,3,2,1,1,1,4,3,1,5,3,2,2,1,1,4,2,2,5,1,1,1,1,3,4,3,1,5,1,2,1,2,3,4,2,1,6,1,2,1,2,1,3,2,2,6,1,1,1,2,3,3,2,1,6,3,1,2,1,1,3,2,2,6,1,1,1,1,3,3,2,2,6,3,1,2,2,3,4,1,1,6,3,2,2,1,3,3,1,1,6,3,2,2,2,1,3,2,2,5,3,2,2,2,1,3,1,1,6,1,1,2,2,3,4,2,2,5,1,1,2,2,1,3,2,2,6,1,2,2,1,1,4,3,1,5,3,1,1,2,3,3,2,1,5,3,2,1,2,1,3,1,1,6,1,1,1,2,1,3,3,2,5,3,2,1,1,1,3,3,1,5,3,1,1,2,3,4,1,1,6,3,1,1,2,3,3,1,1,6,1,1,2,1,3,3,3,1,5,1,2,2,2,3,4,3,1,5,3,2,1,2,1,4,1,1,6,3,1,1,1,3,3,2,2,6,1,1,1,1,3,4,2,1,6,1,2,2,2,1,3,3,2,5,1,2,2,1,1,4,2,2,6,3,2,1,2,1,4,1,2,6,1,2,2,2,3,4,1,1,6,3,2,2,1,3,3,3,1,5,1,2,2,2,1,4,2,2,6,3,1,1,1,1,3,1,2,6,1,1,1,2,1,4,3,2,5,1,2,1,2,3,4,3,1,5,1,1,2,2,1,4,3,2,5,3,2,2,1,1,4,3,1,5,1,2,2,1,1,3,3,2,5,1,1,1,2,3,4,2,1,6,3,1,1,1,3,3,2,1,5,1,1,2,2,1,3,2,2,5,3,2,2,2,1,3,1,2,6,1,1,2,1,3,3,2,2,6,1,2,2,2,1,4,3,2,5,1,1,1,1,3,3,3,1,5,1,2,1,1,1,4,3,2,5,3,1,1,1,1,3,2,2,5,1,1,1,2,1,4,2,2,5,3,2,2,1,1,3,2,2,5,3,1,2,2,3,3,2,1,5,3,2,2,1,3,4,3,1,5,3,1,2,1,1,4,1,2,6,3,1,1,2,3,4,2,1,5,1,2,1,2,1,4,3,2,5,3,2,1,1,1,3,2,2,5,3,2,1,2,1,3,2,2,5,3,2,2,1,1,4,1,2,6,3,1,1,1,1,4,2,2,5,3,1,2,2,3,3,1,1,6,3,1,2,1,3,4,1,1,6,1,1,1,1,3,3,2,1,6,3,1,1,2,3,3,2,2,5,1,1,1,2,1,3,2,2,6,3,1,2,1,1,3,2,2,5,3,1,2,1,3,3,2,1,5,1,2,1,1,1,3,2,2,6,1,2,1,2,3,4,1,1,6,3,1,2,1,1,4,2,2,6,1,2,1,1,1,4,2,2,6,3,1,1,2,3,4,2,2,5,3,1,1,1,3,3,1,1,6,3,2,2,2,1,4,2,2,5,1,1,2,1,3,4,2,2,6,1,2,1,1,1,4,3,1,5,1,2,2,2,1,3,1,1,6,3,2,1,2,1,3,1,2,6,1,1,1,2,3,4,3,1,5,1,1,2,2,3,3,3,1,5,3,1,2,2,3,4,2,1,5,3,1,2,2,3,3,2,2,5,1,1,1,2,3,3,2,2,5,3,1,2,1,3,4,2,1,5,3,2,1,1,3,3,3,1,5,1,2,2,2,1,3,2,2,6,1,2,1,2,1,4,2,2,6,1,2,2,1,1,4,3,2,5,3,2,1,1,1,3,1,2,6,1,2,1,1,1,3,3,1,5,1,1,2,2,1,4,2,2,6,3,1,2,1,3,4,2,2,6,1,1,1,2,1,3,2,2,5,3,2,2,1,3,3,2,1,5,3,1,2,1,1,3,1,2,6,1,2,2,2,1,4,1,1,6,3,2,2,1,1,3,3,1,5,1,2,1,2,3,3,2,1,6,3,1,1,1,3,4,2,2,6,3,1,1,1,3,4,2,1,5,1,2,1,2,1,4,1,1,6,3,2,2,2,1,4,1,2,6,3,2,1,2,1,4,2,2,5,3,1,1,1,3,4,1,1,6,1,1,2,2,3,3,2,2,5,3,2,1,1,1,4,1,2,6,1,2,2,1,1,3,2,2,6,3,1,2,2,3,4,2,2,5,1,2,1,2,3,3,3,1,5,3,2,1,1,1,4,2,2,5,1,2,1,1,1,3,3,2,5,3,2,1,1,3,3,1,1,6,1,1,2,1,3,4,3,1,5,3,1,1,1,1,4,2,2,6,3,1,2,1,3,3,1,1,6,1,1,2,1,3,3,2,1,6,1,1,2,2,1,4,2,2,5,3,2,1,1,3,4,2,1,5,1,1,2,2,3,4,2,1,6,1,2,1,2,1,3,3,2,5,1,2,2,2,3,3,2,1,6,3,2,2,1,3,4,1,1,6,1,1,1,2,3,4,2,2,5,3,2,1,1,3,3,2,1,5,1,1,2,2,3,3,2,1,6,3,1,2,1,3,3,2,2,6","113,12,34,142,131,56,55,49,138,80,31,75,40,57,10,135,65,15,78,1,118,111,26,54,44,20,81,32,95,137,121,129,19,9,67,88,128,0,116,94,92,25,51,130,104,30,37,71,126,59,141,47,76,2,50,3,119,61,22,96,5,125,33,39,24,62,72,6,109,89,143,79,90,38,108,120,115,74,93,103,28,84,8,73,97,68,58,83,70,86,100,123,35,66,41,124,14,13,91,85,16,99,140,45,46,63,112,64,11,107,4,133,77,43,117,52,106,98,42,127,122,102,17,114,69,87,48,110,60,136,27,82,101,29,7,134,23,36,53,139,18,132,21,105","true"
