"trial_type","trial_index","time_elapsed","internal_node_id","image_switchboard","scene_order","subject","session","study","fam_seq","trainingSeq_random"
"pavlovia","0","2","0.0-0.0","img/obj9.png,img/obj1.png,img/obj3.png,img/obj6.png,img/obj10.png,img/obj11.png,img/obj5.png,img/obj7.png,img/obj4.png,img/obj12.png,img/obj2.png,img/obj8.png","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","","","","3,2,2,1,1,3,3,1,5,1,2,2,1,1,3,3,2,5,3,1,1,2,3,3,2,2,5,1,2,1,1,1,4,2,2,6,1,1,1,2,1,3,3,2,5,3,1,2,2,3,4,1,1,6,1,1,1,2,3,4,2,2,5,3,2,1,1,3,4,3,1,5,1,1,1,2,1,4,2,2,6,1,2,2,2,3,3,1,1,6,1,2,2,2,1,4,1,1,6,3,1,1,1,3,4,1,1,6,1,1,2,1,3,3,2,1,6,3,1,2,2,3,4,2,1,5,1,2,1,2,3,4,1,1,6,1,1,1,1,3,3,3,1,5,1,1,2,2,3,3,3,1,5,1,2,1,2,3,3,2,1,6,1,1,2,2,1,4,3,2,5,1,2,2,2,3,4,1,1,6,3,1,1,1,3,4,2,2,6,3,2,1,1,1,3,1,2,6,3,1,2,2,3,3,2,2,5,3,2,2,1,3,4,3,1,5,1,1,1,2,3,3,2,1,6,1,2,1,2,1,3,3,2,5,3,2,2,1,3,4,2,1,5,3,1,2,1,3,3,2,2,6,3,2,2,1,3,3,1,1,6,1,1,2,2,1,4,2,2,5,1,1,2,1,3,4,3,1,5,1,1,1,1,3,4,2,2,6,3,1,1,1,3,3,2,1,5,3,2,2,1,3,3,2,1,5,1,2,2,2,1,3,3,2,5,3,2,1,1,1,3,2,2,5,1,1,1,2,1,4,3,2,5,3,1,1,1,1,4,1,2,6,1,2,2,2,1,3,2,2,6,3,1,2,1,1,4,1,2,6,1,1,2,2,1,4,2,2,6,1,2,1,2,1,4,1,1,6,1,1,2,1,3,4,2,1,6,3,1,1,1,3,4,2,1,5,1,2,1,1,1,3,3,2,5,3,1,1,2,3,4,1,1,6,3,1,2,2,3,3,2,1,5,1,1,1,2,3,3,3,1,5,1,2,2,1,1,4,3,1,5,1,1,1,1,3,3,2,2,6,3,1,1,1,1,3,2,2,5,3,2,2,2,1,4,2,2,5,3,1,1,1,1,4,2,2,5,1,1,1,2,1,4,2,2,5,3,2,2,2,1,3,1,2,6,3,2,1,1,3,3,1,1,6,3,2,2,1,1,3,2,2,5,3,2,1,2,1,3,1,1,6,3,2,1,2,1,3,2,2,5,1,2,1,1,1,4,3,1,5,1,2,1,2,3,3,3,1,5,3,2,1,2,1,3,1,2,6,1,2,2,2,3,3,3,1,5,1,1,1,1,3,4,3,1,5,3,1,2,1,3,3,2,1,5,3,2,1,2,1,4,1,1,6,3,1,1,1,1,3,1,2,6,3,1,2,1,3,4,2,2,6,1,2,2,2,1,4,2,2,6,3,1,2,1,1,4,2,2,6,1,1,2,2,1,3,2,2,5,1,2,2,1,1,4,2,2,6,1,1,2,2,1,3,2,2,6,3,1,2,1,1,4,2,2,5,1,1,1,2,1,3,2,2,5,1,1,2,2,3,4,2,2,5,1,1,2,2,3,3,2,2,5,3,1,2,1,1,3,2,2,5,1,2,1,1,1,3,3,1,5,1,1,1,2,3,4,2,1,6,3,2,1,1,1,3,3,1,5,3,1,1,1,3,3,1,1,6,1,2,2,1,1,3,3,1,5,3,1,2,1,3,4,1,1,6,3,2,2,2,1,4,1,1,6,3,2,2,1,3,4,1,1,6,3,2,2,1,1,3,1,2,6,1,2,2,1,1,4,3,2,5,3,2,2,2,1,4,1,2,6,1,1,2,1,3,4,2,2,6,1,2,1,2,1,3,2,2,6,3,1,2,2,3,3,1,1,6,3,2,2,1,1,4,2,2,5,3,1,2,1,1,3,2,2,6,1,1,2,1,3,3,2,2,6,3,2,1,1,1,4,2,2,5,1,1,1,2,3,4,3,1,5,1,2,1,2,3,3,1,1,6,1,1,1,1,3,3,2,1,6,1,1,2,2,1,3,3,2,5,1,1,2,2,3,4,3,1,5,1,2,2,2,3,4,3,1,5,1,2,2,2,3,3,2,1,6,3,1,2,1,3,4,2,1,5,1,1,1,2,1,3,2,2,6,1,1,2,1,3,3,3,1,5,1,2,2,2,1,4,3,2,5,3,2,2,1,3,3,3,1,5,1,2,1,1,1,4,3,2,5,3,2,1,2,1,4,2,2,5,3,1,1,2,3,4,2,1,5,3,1,1,1,1,3,2,2,6,3,2,2,2,1,3,1,1,6,3,2,1,1,3,3,3,1,5,1,2,1,2,1,4,3,2,5,3,1,1,1,3,3,2,2,6,3,1,1,2,3,3,2,1,5,3,1,2,1,1,3,1,2,6,1,1,1,2,3,3,2,2,5,1,1,2,2,3,4,2,1,6,3,2,2,1,1,4,1,2,6,1,2,2,2,1,3,1,1,6,3,1,1,1,1,4,2,2,6,1,2,2,1,1,3,2,2,6,1,2,1,2,3,4,3,1,5,1,2,1,2,3,4,2,1,6,3,2,2,2,1,3,2,2,5,1,1,2,2,3,3,2,1,6,3,2,1,1,3,4,1,1,6,1,2,2,2,3,4,2,1,6,1,1,1,1,3,4,2,1,6,3,1,2,2,3,4,2,2,5,1,2,1,2,1,4,2,2,6,1,2,1,1,1,3,2,2,6,3,2,1,1,3,3,2,1,5,3,1,2,1,3,3,1,1,6,3,2,1,1,3,4,2,1,5,1,2,1,2,1,3,1,1,6,3,1,1,2,3,3,1,1,6,3,1,1,2,3,4,2,2,5,3,2,2,1,1,4,3,1,5,3,2,1,1,1,4,3,1,5,3,2,1,1,1,4,1,2,6,3,2,1,2,1,4,1,2,6","117,61,84,70,0,95,18,142,10,57,43,102,29,91,58,24,13,52,3,59,106,112,85,143,20,36,135,105,137,7,27,34,96,133,37,108,2,78,45,79,11,42,31,98,60,94,89,12,67,32,72,123,74,6,125,136,109,128,120,66,48,124,49,26,97,130,76,107,47,83,5,71,9,75,4,19,17,73,64,22,116,100,65,103,131,139,113,63,127,35,44,93,111,81,33,110,14,56,28,1,15,51,53,99,8,25,39,141,62,122,90,80,129,140,38,104,88,77,16,23,115,41,82,69,50,54,121,21,138,55,30,87,46,68,132,101,134,40,92,86,119,118,114,126"
