"trial_type","trial_index","time_elapsed","internal_node_id","image_switchboard","scene_order","subject","fam_seq","trainingSeq_random","success"
"pavlovia","0","8","0.0-0.0","img/obj5.png,img/obj10.png,img/obj6.png,img/obj11.png,img/obj9.png,img/obj2.png,img/obj1.png,img/obj4.png,img/obj3.png,img/obj7.png,img/obj8.png,img/obj12.png","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","","3,1,2,1,3,4,1,1,6,3,1,2,1,1,4,2,2,6,1,1,2,2,1,3,2,2,5,1,1,1,1,3,3,3,1,5,3,2,1,2,1,3,1,1,6,3,1,2,2,3,3,2,1,5,1,1,1,2,3,4,2,2,5,1,2,1,2,1,3,2,2,6,3,2,1,2,1,4,2,2,5,3,2,2,1,3,3,1,1,6,1,2,1,1,1,3,2,2,6,1,1,1,2,1,4,3,2,5,3,2,2,1,3,4,1,1,6,3,2,1,2,1,3,2,2,5,3,1,1,1,1,3,2,2,5,1,1,2,2,3,4,2,1,6,1,1,2,2,3,4,3,1,5,3,2,1,1,1,3,1,2,6,1,2,1,1,1,4,2,2,6,3,2,2,1,3,3,2,1,5,1,2,2,1,1,4,2,2,6,1,2,2,2,1,4,1,1,6,1,1,1,2,1,3,2,2,6,1,1,2,1,3,4,2,1,6,3,1,1,2,3,3,2,2,5,3,1,2,2,3,4,1,1,6,1,2,1,2,3,3,1,1,6,1,1,1,1,3,4,2,1,6,1,1,1,2,3,3,2,2,5,3,2,2,1,3,4,2,1,5,1,2,1,2,1,3,3,2,5,3,1,1,2,3,4,2,2,5,1,1,1,2,3,3,3,1,5,3,1,2,1,3,3,1,1,6,1,1,1,2,1,4,2,2,5,1,2,2,2,3,3,2,1,6,1,1,1,2,3,4,3,1,5,3,2,2,1,1,3,3,1,5,1,1,2,2,1,4,2,2,5,3,1,1,1,3,4,2,2,6,3,2,2,1,1,4,2,2,5,1,1,2,2,1,4,3,2,5,1,2,1,2,3,3,3,1,5,3,1,2,1,1,3,1,2,6,3,2,1,1,3,4,3,1,5,3,2,1,2,1,4,1,2,6,3,1,1,2,3,4,2,1,5,1,2,1,1,1,4,3,1,5,3,2,1,1,1,3,3,1,5,1,1,1,2,1,4,2,2,6,3,1,1,2,3,3,1,1,6,1,1,2,2,3,3,2,1,6,3,1,2,2,3,4,2,2,5,1,1,2,1,3,3,2,1,6,1,1,1,2,3,3,2,1,6,3,1,2,1,3,4,2,2,6,1,2,2,1,1,3,3,2,5,3,2,2,1,3,4,3,1,5,1,1,2,1,3,4,2,2,6,1,1,2,2,1,3,3,2,5,1,1,2,2,3,3,3,1,5,3,1,2,2,3,4,2,1,5,3,2,2,2,1,3,1,2,6,1,2,2,1,1,3,3,1,5,3,2,1,1,3,3,3,1,5,3,1,2,1,1,3,2,2,6,3,1,1,1,1,4,1,2,6,1,1,2,2,3,3,2,2,5,3,2,2,1,1,4,1,2,6,1,2,1,1,1,4,3,2,5,1,1,1,1,3,3,2,2,6,3,1,1,1,1,4,2,2,6,1,2,1,2,1,4,3,2,5,3,1,2,1,1,3,2,2,5,1,2,2,1,1,4,3,2,5,3,2,1,1,1,4,2,2,5,1,2,1,2,3,4,1,1,6,1,1,1,1,3,4,2,2,6,3,2,2,1,1,4,3,1,5,1,1,2,2,1,4,2,2,6,1,2,1,2,1,4,1,1,6,1,2,2,1,1,4,3,1,5,3,1,1,1,3,3,2,2,6,1,2,2,2,3,4,1,1,6,1,1,1,2,3,4,2,1,6,3,1,1,1,3,3,2,1,5,3,1,2,1,3,4,2,1,5,1,2,1,2,1,3,1,1,6,3,2,1,2,1,3,1,2,6,3,2,2,1,1,3,1,2,6,3,1,2,1,1,4,1,2,6,3,1,1,1,3,3,1,1,6,1,2,2,2,3,4,2,1,6,3,2,2,2,1,4,2,2,5,1,2,1,1,1,3,3,2,5,3,2,1,1,3,4,1,1,6,3,2,1,1,1,3,2,2,5,1,1,2,1,3,3,2,2,6,3,2,2,1,3,3,3,1,5,1,1,1,2,1,3,3,2,5,1,2,2,2,1,4,3,2,5,1,1,1,1,3,4,3,1,5,1,2,2,2,1,4,2,2,6,3,2,2,2,1,3,1,1,6,3,1,2,1,1,4,2,2,5,1,2,2,2,3,3,1,1,6,1,2,2,2,3,4,3,1,5,3,1,1,1,1,3,2,2,6,1,1,1,2,1,3,2,2,5,1,1,2,1,3,4,3,1,5,1,2,2,1,1,3,2,2,6,3,2,1,2,1,4,1,1,6,1,2,1,2,3,3,2,1,6,1,1,2,2,1,3,2,2,6,1,2,2,2,1,3,3,2,5,3,1,1,1,1,3,1,2,6,3,2,1,1,1,4,3,1,5,3,1,1,1,3,4,2,1,5,3,1,2,2,3,3,2,2,5,3,1,1,1,3,4,1,1,6,1,2,1,1,1,3,3,1,5,3,2,1,1,3,3,1,1,6,3,2,1,1,3,4,2,1,5,1,1,1,1,3,3,2,1,6,3,2,2,2,1,3,2,2,5,3,2,2,2,1,4,1,2,6,1,2,1,2,1,4,2,2,6,1,2,2,2,1,3,2,2,6,3,1,1,2,3,3,2,1,5,1,2,2,2,3,3,3,1,5,3,2,2,1,1,3,2,2,5,3,1,1,1,1,4,2,2,5,1,1,2,2,3,4,2,2,5,1,2,1,2,3,4,3,1,5,3,2,1,1,3,3,2,1,5,3,2,2,2,1,4,1,1,6,3,1,2,1,3,3,2,2,6,1,2,1,2,3,4,2,1,6,3,1,2,2,3,3,1,1,6,3,2,1,1,1,4,1,2,6,3,1,1,2,3,4,1,1,6,1,1,2,1,3,3,3,1,5,3,1,2,1,3,3,2,1,5,1,2,2,2,1,3,1,1,6","103,83,5,24,128,89,18,44,122,137,68,2,139,120,72,23,15,112,70,133,71,43,8,31,84,95,56,30,16,135,36,86,12,101,6,53,14,117,7,106,111,3,48,77,142,126,90,66,116,10,92,21,87,29,20,107,61,143,35,1,13,91,125,65,140,81,78,17,115,62,32,82,38,73,63,110,58,34,119,11,42,67,104,59,22,96,99,40,124,113,79,100,55,123,60,138,108,33,141,0,39,26,47,129,75,57,51,80,4,27,69,130,52,9,37,76,118,98,85,102,64,136,134,28,121,127,46,45,88,49,109,74,19,50,132,131,105,54,93,114,94,25,97,41",""
"fullscreen","1","2754","0.0-1.0","img/obj5.png,img/obj10.png,img/obj6.png,img/obj11.png,img/obj9.png,img/obj2.png,img/obj1.png,img/obj4.png,img/obj3.png,img/obj7.png,img/obj8.png,img/obj12.png","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","","3,1,2,1,3,4,1,1,6,3,1,2,1,1,4,2,2,6,1,1,2,2,1,3,2,2,5,1,1,1,1,3,3,3,1,5,3,2,1,2,1,3,1,1,6,3,1,2,2,3,3,2,1,5,1,1,1,2,3,4,2,2,5,1,2,1,2,1,3,2,2,6,3,2,1,2,1,4,2,2,5,3,2,2,1,3,3,1,1,6,1,2,1,1,1,3,2,2,6,1,1,1,2,1,4,3,2,5,3,2,2,1,3,4,1,1,6,3,2,1,2,1,3,2,2,5,3,1,1,1,1,3,2,2,5,1,1,2,2,3,4,2,1,6,1,1,2,2,3,4,3,1,5,3,2,1,1,1,3,1,2,6,1,2,1,1,1,4,2,2,6,3,2,2,1,3,3,2,1,5,1,2,2,1,1,4,2,2,6,1,2,2,2,1,4,1,1,6,1,1,1,2,1,3,2,2,6,1,1,2,1,3,4,2,1,6,3,1,1,2,3,3,2,2,5,3,1,2,2,3,4,1,1,6,1,2,1,2,3,3,1,1,6,1,1,1,1,3,4,2,1,6,1,1,1,2,3,3,2,2,5,3,2,2,1,3,4,2,1,5,1,2,1,2,1,3,3,2,5,3,1,1,2,3,4,2,2,5,1,1,1,2,3,3,3,1,5,3,1,2,1,3,3,1,1,6,1,1,1,2,1,4,2,2,5,1,2,2,2,3,3,2,1,6,1,1,1,2,3,4,3,1,5,3,2,2,1,1,3,3,1,5,1,1,2,2,1,4,2,2,5,3,1,1,1,3,4,2,2,6,3,2,2,1,1,4,2,2,5,1,1,2,2,1,4,3,2,5,1,2,1,2,3,3,3,1,5,3,1,2,1,1,3,1,2,6,3,2,1,1,3,4,3,1,5,3,2,1,2,1,4,1,2,6,3,1,1,2,3,4,2,1,5,1,2,1,1,1,4,3,1,5,3,2,1,1,1,3,3,1,5,1,1,1,2,1,4,2,2,6,3,1,1,2,3,3,1,1,6,1,1,2,2,3,3,2,1,6,3,1,2,2,3,4,2,2,5,1,1,2,1,3,3,2,1,6,1,1,1,2,3,3,2,1,6,3,1,2,1,3,4,2,2,6,1,2,2,1,1,3,3,2,5,3,2,2,1,3,4,3,1,5,1,1,2,1,3,4,2,2,6,1,1,2,2,1,3,3,2,5,1,1,2,2,3,3,3,1,5,3,1,2,2,3,4,2,1,5,3,2,2,2,1,3,1,2,6,1,2,2,1,1,3,3,1,5,3,2,1,1,3,3,3,1,5,3,1,2,1,1,3,2,2,6,3,1,1,1,1,4,1,2,6,1,1,2,2,3,3,2,2,5,3,2,2,1,1,4,1,2,6,1,2,1,1,1,4,3,2,5,1,1,1,1,3,3,2,2,6,3,1,1,1,1,4,2,2,6,1,2,1,2,1,4,3,2,5,3,1,2,1,1,3,2,2,5,1,2,2,1,1,4,3,2,5,3,2,1,1,1,4,2,2,5,1,2,1,2,3,4,1,1,6,1,1,1,1,3,4,2,2,6,3,2,2,1,1,4,3,1,5,1,1,2,2,1,4,2,2,6,1,2,1,2,1,4,1,1,6,1,2,2,1,1,4,3,1,5,3,1,1,1,3,3,2,2,6,1,2,2,2,3,4,1,1,6,1,1,1,2,3,4,2,1,6,3,1,1,1,3,3,2,1,5,3,1,2,1,3,4,2,1,5,1,2,1,2,1,3,1,1,6,3,2,1,2,1,3,1,2,6,3,2,2,1,1,3,1,2,6,3,1,2,1,1,4,1,2,6,3,1,1,1,3,3,1,1,6,1,2,2,2,3,4,2,1,6,3,2,2,2,1,4,2,2,5,1,2,1,1,1,3,3,2,5,3,2,1,1,3,4,1,1,6,3,2,1,1,1,3,2,2,5,1,1,2,1,3,3,2,2,6,3,2,2,1,3,3,3,1,5,1,1,1,2,1,3,3,2,5,1,2,2,2,1,4,3,2,5,1,1,1,1,3,4,3,1,5,1,2,2,2,1,4,2,2,6,3,2,2,2,1,3,1,1,6,3,1,2,1,1,4,2,2,5,1,2,2,2,3,3,1,1,6,1,2,2,2,3,4,3,1,5,3,1,1,1,1,3,2,2,6,1,1,1,2,1,3,2,2,5,1,1,2,1,3,4,3,1,5,1,2,2,1,1,3,2,2,6,3,2,1,2,1,4,1,1,6,1,2,1,2,3,3,2,1,6,1,1,2,2,1,3,2,2,6,1,2,2,2,1,3,3,2,5,3,1,1,1,1,3,1,2,6,3,2,1,1,1,4,3,1,5,3,1,1,1,3,4,2,1,5,3,1,2,2,3,3,2,2,5,3,1,1,1,3,4,1,1,6,1,2,1,1,1,3,3,1,5,3,2,1,1,3,3,1,1,6,3,2,1,1,3,4,2,1,5,1,1,1,1,3,3,2,1,6,3,2,2,2,1,3,2,2,5,3,2,2,2,1,4,1,2,6,1,2,1,2,1,4,2,2,6,1,2,2,2,1,3,2,2,6,3,1,1,2,3,3,2,1,5,1,2,2,2,3,3,3,1,5,3,2,2,1,1,3,2,2,5,3,1,1,1,1,4,2,2,5,1,1,2,2,3,4,2,2,5,1,2,1,2,3,4,3,1,5,3,2,1,1,3,3,2,1,5,3,2,2,2,1,4,1,1,6,3,1,2,1,3,3,2,2,6,1,2,1,2,3,4,2,1,6,3,1,2,2,3,3,1,1,6,3,2,1,1,1,4,1,2,6,3,1,1,2,3,4,1,1,6,1,1,2,1,3,3,3,1,5,3,1,2,1,3,3,2,1,5,1,2,2,2,1,3,1,1,6","103,83,5,24,128,89,18,44,122,137,68,2,139,120,72,23,15,112,70,133,71,43,8,31,84,95,56,30,16,135,36,86,12,101,6,53,14,117,7,106,111,3,48,77,142,126,90,66,116,10,92,21,87,29,20,107,61,143,35,1,13,91,125,65,140,81,78,17,115,62,32,82,38,73,63,110,58,34,119,11,42,67,104,59,22,96,99,40,124,113,79,100,55,123,60,138,108,33,141,0,39,26,47,129,75,57,51,80,4,27,69,130,52,9,37,76,118,98,85,102,64,136,134,28,121,127,46,45,88,49,109,74,19,50,132,131,105,54,93,114,94,25,97,41","true"
