"trial_type","trial_index","time_elapsed","internal_node_id","image_switchboard","scene_order","subject","fam_seq","trainingSeq_random"
"pavlovia","0","1","0.0-0.0","img/obj3.png,img/obj4.png,img/obj8.png,img/obj2.png,img/obj6.png,img/obj7.png,img/obj12.png,img/obj9.png,img/obj10.png,img/obj1.png,img/obj5.png,img/obj11.png","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]","","3,2,1,2,1,4,1,1,6,3,1,1,1,1,3,1,2,6,1,2,2,2,3,3,3,1,5,3,1,1,2,3,4,2,1,5,1,2,2,2,3,3,2,1,6,1,2,1,1,1,4,3,2,5,1,1,2,1,3,4,2,1,6,3,1,2,1,1,4,2,2,5,3,2,1,1,3,3,3,1,5,1,2,1,2,1,3,3,2,5,3,1,1,1,1,3,2,2,6,3,2,2,2,1,3,2,2,5,3,2,2,2,1,4,1,2,6,1,2,1,2,1,4,2,2,6,1,2,2,1,1,4,3,1,5,1,2,1,2,1,3,1,1,6,3,1,2,1,3,3,2,2,6,3,2,1,1,3,4,2,1,5,3,1,2,1,3,4,2,2,6,3,1,1,1,3,3,2,1,5,1,1,1,1,3,3,2,2,6,3,1,2,2,3,4,2,2,5,3,2,1,1,1,3,2,2,5,3,2,1,2,1,3,1,2,6,3,2,1,1,1,4,3,1,5,3,1,1,2,3,4,1,1,6,3,1,2,1,3,3,1,1,6,3,1,2,1,1,4,1,2,6,3,2,2,2,1,3,1,2,6,3,2,2,2,1,4,2,2,5,1,2,2,2,3,4,2,1,6,1,2,2,2,1,3,2,2,6,3,1,2,1,3,3,2,1,5,3,1,2,2,3,3,2,1,5,3,2,2,1,1,4,1,2,6,3,2,2,1,3,4,1,1,6,3,1,1,1,1,3,2,2,5,1,1,2,2,3,4,2,2,5,1,2,1,2,3,3,1,1,6,3,2,2,2,1,4,1,1,6,1,2,1,1,1,3,3,2,5,1,1,1,2,1,4,2,2,6,1,1,2,2,1,4,3,2,5,3,1,1,1,3,4,1,1,6,1,1,2,2,3,3,2,2,5,3,2,1,1,1,4,2,2,5,1,1,2,1,3,4,3,1,5,3,2,1,1,3,3,1,1,6,1,2,2,1,1,4,2,2,6,3,1,1,1,1,4,1,2,6,3,1,2,1,3,4,1,1,6,1,1,2,2,1,3,2,2,5,1,1,1,1,3,3,3,1,5,1,1,1,2,3,4,3,1,5,3,2,1,1,3,3,2,1,5,1,2,2,1,1,3,3,1,5,3,1,1,1,1,4,2,2,5,1,1,1,1,3,4,2,1,6,1,1,1,2,1,4,3,2,5,3,2,1,1,3,4,3,1,5,3,2,2,1,1,4,2,2,5,3,2,2,1,3,3,1,1,6,1,2,2,2,3,4,1,1,6,3,2,1,2,1,4,1,2,6,1,1,1,1,3,4,2,2,6,3,2,1,1,1,3,1,2,6,1,2,1,1,1,4,2,2,6,1,1,2,2,1,4,2,2,6,3,1,1,2,3,3,2,2,5,1,2,2,2,1,4,3,2,5,1,2,2,1,1,3,2,2,6,1,1,2,1,3,3,3,1,5,3,1,1,1,3,4,2,1,5,3,1,1,1,1,4,2,2,6,1,2,1,2,3,4,2,1,6,3,2,2,1,3,3,3,1,5,3,2,1,1,1,4,1,2,6,3,1,1,1,3,3,1,1,6,1,1,2,2,3,4,3,1,5,1,2,1,2,3,3,3,1,5,3,2,1,2,1,3,2,2,5,1,1,1,2,3,4,2,1,6,3,1,2,2,3,4,1,1,6,1,1,1,1,3,3,2,1,6,1,1,1,2,3,4,2,2,5,1,2,2,2,1,4,1,1,6,3,1,2,1,3,4,2,1,5,3,1,2,2,3,3,1,1,6,3,2,1,2,1,3,1,1,6,1,2,1,2,3,3,2,1,6,1,2,2,1,1,3,3,2,5,3,2,2,1,3,4,3,1,5,3,2,2,2,1,3,1,1,6,1,2,1,1,1,3,3,1,5,1,2,1,1,1,4,3,1,5,1,2,2,2,1,4,2,2,6,1,1,2,2,1,3,2,2,6,1,1,2,2,3,3,3,1,5,3,2,2,1,3,3,2,1,5,1,2,1,2,3,4,3,1,5,1,2,1,2,1,4,1,1,6,1,2,1,1,1,3,2,2,6,1,2,1,2,1,4,3,2,5,1,1,1,2,3,3,2,2,5,1,1,2,2,3,4,2,1,6,3,1,1,2,3,4,2,2,5,1,1,1,2,1,4,2,2,5,1,2,2,2,3,3,1,1,6,1,1,2,2,3,3,2,1,6,1,1,1,2,1,3,2,2,5,1,2,1,2,3,4,1,1,6,3,2,2,1,1,3,1,2,6,3,2,2,1,1,3,3,1,5,1,1,2,1,3,3,2,2,6,3,1,1,1,3,4,2,2,6,3,1,2,1,1,3,1,2,6,3,1,2,2,3,4,2,1,5,1,2,2,1,1,4,3,2,5,3,1,2,2,3,3,2,2,5,3,1,1,1,3,3,2,2,6,3,2,2,1,1,3,2,2,5,1,1,1,1,3,4,3,1,5,1,2,2,2,3,4,3,1,5,3,1,2,1,1,4,2,2,6,1,1,1,2,1,3,2,2,6,3,1,2,1,1,3,2,2,6,3,2,1,2,1,4,2,2,5,3,2,1,1,1,3,3,1,5,1,2,2,2,1,3,3,2,5,3,2,2,1,3,4,2,1,5,1,1,2,1,3,3,2,1,6,3,1,2,1,1,3,2,2,5,3,2,1,1,3,4,1,1,6,1,1,2,2,1,4,2,2,5,3,1,1,2,3,3,1,1,6,1,1,1,2,3,3,2,1,6,3,1,1,2,3,3,2,1,5,3,2,2,1,1,4,3,1,5,1,1,2,1,3,4,2,2,6,1,2,1,2,1,3,2,2,6,1,1,2,2,1,3,3,2,5,1,1,1,2,3,3,3,1,5,1,1,1,2,1,3,3,2,5,1,2,2,2,1,3,1,1,6","130,76,49,90,53,62,31,75,140,36,80,121,127,46,67,40,105,134,107,96,32,87,108,124,118,94,101,79,125,123,55,45,97,89,115,139,72,19,56,131,60,10,3,102,17,110,27,136,71,78,103,5,24,14,132,65,74,30,2,142,111,137,59,126,34,112,70,11,84,39,69,25,98,82,54,141,114,100,15,48,120,22,95,28,18,43,99,93,128,52,61,143,129,64,66,47,9,13,133,50,42,68,38,16,23,86,6,57,21,4,58,113,117,33,106,77,91,63,85,104,109,26,51,83,8,81,122,116,37,135,29,73,138,7,92,20,88,119,35,44,1,12,0,41"
